4.072709022831607628e-01,8.443113772455088650e-01,8.274435912340932786e-01,3.012202773523075527e-01,8.151107127981508382e-01,6.572268869788672196e-01,5.542919344542475146e-01,7.205961492912484889e-01,5.033606146414346671e-01,4.798728772550671651e-01,4.892791056776976677e-01,4.404444719169458011e-01,4.174488896321169040e-01,5.479931097019157260e-01,1.793592212362691285e-01,4.337646603874101281e-01,1.292531705194510661e-01,9.258831322095384397e-02,8.095238095238093123e-01,2.632799383327435461e-01,2.585555688327334511e-01,7.016449990407302995e-01,4.152604119841304398e-01,2.273321983889117770e-01,6.222223097443653206e-01,2.467554312619675838e-01,5.363819749775750045e-01,3.992249087576226207e-01,4.719809609905262771e-01,5.634152471916629157e-01,4.909272001581990730e-01,3.271642511399531217e-01,3.199104201922923219e-01,8.889041150850324202e-01,8.230345173854960450e-01,8.674698795180724176e-01,3.140845245741656355e-01,5.915995198468451122e-01,4.629923078033222339e-01,3.976780759299683443e-01,4.575874922117199040e-01,5.773392142406698069e-01,6.344483342729709818e-01,5.667574582695293905e-01,4.413591165826766249e-01,7.197850791474996734e-01,5.163212453784039591e-01,6.079741976038494089e-01,6.691381020783855604e-02,9.568603082723203812e-02,5.799697735925828379e-01,6.630941892433389606e-02
4.072709022831607628e-01,6.766467065868262409e-01,7.272606595091203330e-01,2.662528988651679529e-01,7.854787289693060393e-01,4.809018016178786548e-01,4.969854345597941592e-01,6.879284996404496644e-01,5.122119473586305149e-01,4.132698631791899557e-01,4.729323611036240216e-01,7.217506898913509383e-01,5.237189952927266967e-01,4.963149642596113575e-01,8.362912025483028033e-01,2.715672991895378141e-01,3.242874747947518954e-01,6.232005266086086959e-01,7.047619047619049226e-01,3.260622800711339697e-01,3.099137891877651318e-01,7.824296618030708306e-01,4.714552591764840095e-01,2.746826536424766263e-01,7.131752683428906892e-01,2.406995920301797653e-01,4.759749695541334868e-01,3.637735675193590756e-01,5.770568407029281754e-01,4.938351926683552384e-01,5.915234332436064557e-01,5.683659296528034144e-01,1.732621890998777836e-01,3.298836446511501652e-01,3.009784344792164612e-01,9.156626506024094780e-01,3.813439486957344027e-01,6.003819456238131957e-01,3.941222525291885326e-01,4.460188786811306039e-01,4.765770257748865313e-01,5.434022728150216253e-01,6.097191682216706043e-01,6.409262094988481540e-01,3.073488461234935576e-01,6.088715832193534183e-01,3.612256150392522125e-01,4.998028152150324477e-01,5.365662867191884899e-01,1.724932658537193242e-01,8.007963495800272113e-01,3.458359254078107181e-01
4.072709022831607628e-01,1.000000000000000000e+00,7.997478907933571746e-01,2.906390961958650876e-01,8.350060503650946764e-01,6.044028102167222638e-01,5.441018063316133135e-01,7.416585403325786086e-01,5.892059798800599602e-01,5.067076170192033047e-01,5.264681030154751973e-01,5.099442402953388020e-01,3.061077201336050435e-01,5.996570924276473091e-01,3.989541147950692590e-01,4.410785610172287541e-01,8.657497712150530322e-02,1.684401278641934896e-01,8.476190476190472722e-01,1.880293780079665966e-01,2.662244667640792373e-01,7.453022490422137603e-01,2.942111855781837093e-01,2.355655653729015198e-01,6.793561871153401821e-01,2.388283847443579688e-01,5.455315092995245418e-01,4.696262435784782086e-01,4.812595501567369372e-01,3.868767038533670877e-01,3.797559213685837154e-01,3.177340098552580150e-01,3.094977017814530273e-01,8.325344790843300924e-01,9.069872441039683597e-01,8.313253012048189561e-01,3.202571935013269200e-01,6.009705076345895902e-01,4.607237952980906548e-01,3.984138145420216270e-01,4.813145773840991071e-01,5.916364562324073484e-01,7.476411671711600260e-01,5.658728796890593049e-01,4.318922560061329574e-01,4.993931875387208064e-01,6.104828578270959927e-01,7.177885370909444784e-01,7.885361119318873291e-02,9.035615765003075506e-01,5.194569709652104850e-01,9.705328873562653058e-01
4.072709022831607628e-01,8.922155688622752656e-01,8.023459537810493369e-01,2.317446929573741266e-01,9.156701494923813467e-01,6.127864486270131472e-01,4.305413908253241106e-01,8.263756265456927430e-01,5.061470344200384996e-01,4.661318442943273022e-01,4.889417571447777777e-01,5.207681453503737457e-01,7.021919845799760029e-01,4.034342313162834204e-01,6.620404256680428867e-01,6.667283234493184274e-01,5.349743204234181926e-01,1.506794393615231153e-01,8.571428571428576504e-01,2.310073827101691013e-01,2.637152199084993320e-01,7.817239756088394387e-01,3.693969932119197108e-01,2.343779729297095771e-01,7.227826527611486140e-01,2.412493569652570669e-01,5.123980782007595547e-01,4.287379755875218579e-01,5.637443568295401608e-01,5.145366485566791326e-01,4.058333501487152439e-01,7.325674899897193226e-01,1.675473390312782196e-01,5.534853718228414099e-01,5.874516002187676333e-01,7.228915662650603480e-01,3.185242306102837317e-01,6.103970526933349960e-01,4.353631784791676118e-01,3.957478804786086490e-01,5.014432452530486195e-01,5.572908603860585730e-01,6.135423202927046127e-01,5.732001867961207253e-01,4.547934972548223764e-01,6.775985191082326553e-01,6.817215131863173516e-01,6.440414275130770250e-01,1.364603256941990528e-01,8.976224275619173465e-01,7.020292382364052841e-01,8.980788763138660702e-01
4.072709022831607628e-01,4.011976047904188825e-01,8.857553480873421314e-01,2.509205483441145912e-01,9.268243380624224814e-01,6.028130261898563269e-01,4.408307073830954881e-01,8.646753058311159590e-01,5.630588568779546499e-01,4.376793524655979151e-01,4.654205941321992723e-01,5.779868529870659799e-01,5.132878888561281938e-01,3.143370969160456663e-01,3.930148728262539137e-01,6.132967719429188724e-01,3.862446529561289199e-01,4.368864832148655619e-02,4.571428571428572951e-01,1.693694315290912578e-01,1.999918939335176837e-01,6.466317769431142448e-01,2.919437119387368607e-01,1.686902852058422553e-01,5.591801100678471803e-01,2.191249845195339663e-01,5.418260033767841044e-01,2.299933193137650989e-01,4.868707876374536725e-01,4.374084027764350568e-01,6.697666159514747974e-01,1.890262874810407501e-01,2.244812325498214967e-01,8.996622042333108915e-01,7.129712054123219511e-01,7.710843373493974084e-01,3.697713614252070013e-01,6.381829059301230567e-01,4.116497813568861797e-01,4.253404253610728603e-01,5.658308861903570408e-01,5.298734894016807750e-01,6.282033829521915802e-01,5.735920121731218346e-01,3.392007981871680844e-01,5.050722338779431997e-01,5.658690430441946084e-01,6.329474448294183375e-01,1.942307445887958561e-01,8.702290740063403085e-01,7.675403260964337449e-01,8.649736886908302447e-01
4.072709022831607628e-01,5.508982035928142729e-01,7.523202075966766156e-01,1.686222332062191076e-01,8.893345782806698629e-01,5.147553234727266780e-01,3.147274479832956606e-01,8.019949172180838026e-01,4.885168113999215356e-01,4.338577941941095251e-01,4.637957226482456452e-01,5.506896071527025427e-01,9.163252463287229199e-01,4.858855033829786452e-01,1.087425645782472555e-01,2.832052873395368708e-01,1.703937614878772155e-01,8.872752893851207912e-01,2.857142857142855874e-01,3.325420902024588399e-01,3.126069598966336738e-01,7.970310111097265171e-01,5.091970297253605171e-01,2.657525696764732603e-01,7.626213056903397014e-01,2.688485391203284669e-01,5.376326951844063728e-01,3.483596117961830219e-01,6.071548173049298169e-01,3.895197308636723643e-01,3.236108140393640920e-01,5.704318304460842537e-01,1.924759367709629743e-01,6.955664501015261791e-01,7.833732742267882632e-01,3.012048192771086264e-01,4.207582117197185556e-01,5.434604221024841308e-01,5.536889711506545186e-01,4.911370683099003376e-01,3.335862680078950371e-01,6.867729225768375301e-01,6.949499723245693428e-01,6.851719115590356735e-01,5.857092930181170276e-01,6.657271423996552473e-01,3.547699008092317641e-01,7.090996849533416357e-01,2.986519063411698371e-01,1.082738268789673608e-02,5.035260848083238372e-01,2.325849817416539844e-01
4.072709022831607628e-01,7.425149700598803193e-01,7.460250781752646443e-01,2.711971822216346917e-01,8.330326245950796515e-01,5.098760275627494121e-01,5.019028919787076326e-01,7.387791507785277378e-01,5.065302859133845592e-01,4.660560959314181129e-01,4.918754867047998580e-01,6.606992130549326214e-01,3.421706558937732123e-01,2.805370308031503446e-01,1.000000000000000000e+00,5.012198848532541939e-01,4.729022260820225920e-01,4.986549143875010359e-01,3.619047619047615072e-01,2.290206316739113734e-01,2.645975233171701246e-01,7.457057356411184168e-01,3.587654044525438457e-01,2.337598606683575775e-01,6.700348688218119575e-01,2.423305067590096340e-01,5.026443588588448419e-01,4.177835589299053742e-01,5.270125554252210742e-01,1.604793024110129362e-01,2.161637522246750154e-01,1.000000000000000000e+00,5.244054260379352739e-01,5.076430004684225894e-01,5.294189976906436002e-01,5.662650602409637912e-01,3.241866700524295153e-01,5.966884601133223276e-01,4.748293970356901039e-01,4.020414624382152580e-01,4.709887890921079512e-01,5.966868416843320588e-01,6.114206614106892923e-01,5.672028849623089730e-01,4.563164620466511057e-01,1.980917207136294600e-01,9.074837433595013270e-01,3.984915925196997888e-01,1.000000000000000000e+00,5.059342218677307379e-01,4.722143749818350500e-01,5.053687499716786879e-01
4.072709022831607628e-01,8.083832335329339536e-01,8.337286940957201464e-01,2.970984526932983760e-01,8.518094835771574669e-01,6.689632315619328251e-01,5.462034990627965270e-01,7.634829218954380936e-01,5.058446034328504259e-01,4.644790577191726388e-01,4.879628964513009759e-01,4.800332938297708352e-01,4.569245618744600668e-01,4.755761374905606576e-01,7.704903637844827680e-01,2.623993682884023237e-01,6.115120874464248235e-01,7.029710257184899058e-01,5.809523809523806648e-01,2.350553350857161605e-01,2.663232769193034088e-01,7.779218264493376056e-01,3.827232408050386114e-01,2.361432733385863680e-01,7.235471411767177008e-01,2.444567249526059527e-01,5.076110121128428743e-01,4.152294305620002901e-01,5.436906289058425212e-01,5.090775507047426984e-01,4.114266573576711994e-01,7.285538543234711950e-01,1.649597745023196338e-01,5.557177000709146997e-01,5.822072605755843622e-01,8.674698795180724176e-01,3.223594783933558805e-01,5.980923059702645261e-01,4.281194527427804597e-01,3.996790463616268774e-01,4.736396034996042670e-01,5.491045344148907104e-01,6.099559440532499321e-01,5.716477312356177398e-01,4.536238999560320284e-01,6.824784585317383856e-01,5.233931724098972449e-01,5.412785955354670886e-01,1.735452818324921542e-01,7.274732880313339312e-02,6.203301653733250820e-01,1.246260777473454096e-01
4.072709022831607628e-01,5.928143712574849289e-01,8.401710916917437544e-01,2.778042479330768422e-01,9.312694317394454302e-01,6.728898370321534372e-01,5.131883317098645536e-01,8.442165751609440605e-01,5.080549504088063273e-01,4.694809165706093634e-01,4.895627999384292162e-01,4.109204614243449072e-01,7.382717896586676876e-01,3.922993640424699002e-01,6.364807773097420629e-01,4.254766907614883631e-01,5.907900666932809353e-01,8.755629827910360596e-01,3.142857142857140573e-01,2.454315261236357237e-01,1.597974042418486840e-01,9.538921622728162575e-01,3.829504845752775277e-01,1.244223103999040903e-01,9.539077761673704359e-01,2.455965099884730163e-01,5.043498086355305832e-01,4.129940005463023645e-01,8.303132725905240097e-01,7.986739428858684597e-01,1.693973501648579627e-01,9.806358101601201360e-01,4.631372151250006675e-01,5.313563883416431155e-01,6.266662141028285227e-01,1.445783132530120696e-01,1.901479279629159080e-01,5.664711444936777474e-01,3.880871974715330852e-01,2.778827613024890675e-01,4.052437573614530164e-01,5.058199287745882566e-01,6.136354022055584556e-01,5.692473491965233112e-01,4.537995016967114048e-01,7.290384080114209464e-01,7.919277316446953208e-01,3.999868294033570026e-01,1.826702488874838715e-01,7.432155686158351537e-01,9.106263260383060665e-01,1.951445293256679481e-01
4.072709022831607628e-01,8.922155688622752656e-01,6.790387520219586248e-01,2.479961070671483081e-01,7.524913093858632829e-01,3.847359756063299385e-01,4.616876615521040561e-01,6.363570408905750986e-01,5.979029672039661847e-01,5.244753667143449150e-01,5.268798090006371337e-01,8.051010751221341355e-01,7.475271779390386673e-01,4.289823163168444697e-01,6.270662234662989221e-01,7.482683368082880815e-01,2.611093122206773476e-01,2.298678486195824822e-01,9.238095238095240802e-01,8.510815881841024555e-02,3.680342858660249350e-01,6.595959595959595134e-01,1.210442623430046105e-01,3.756346229258087366e-01,6.305832125527758292e-01,2.368338636385287355e-01,4.973817490565457522e-01,7.342574400795098821e-01,4.929284463370402491e-01,4.009135554223622888e-01,7.519195767366589900e-01,1.100744288077217803e-01,5.547487975058589260e-01,2.878480539097660884e-02,2.899971437244552863e-01,7.831325301204818956e-01,5.149882245159105310e-01,6.145496441308611058e-01,3.567129930293977402e-01,5.727221525688335202e-01,4.812889803950334833e-01,4.949849882424752767e-01,6.655585364256186853e-01,6.183700952443010879e-01,3.363750126830588050e-01,5.997731374374108970e-01,8.823674028599592933e-01,2.688844654309254789e-01,6.677572244607345997e-01,6.866487398582046264e-01,8.143430115964773730e-01,2.910084523745560259e-01
